"block","kairomone","metsch","clone","rep","ref","day","status","statusTime","offspring","infected"
"5","FALSE","TRUE","m37","3","k-m+_m37_5.3","17","alive",NA,"4","no"
"5","FALSE","TRUE","m37","3","k-m+_m37_5.3","21","alive",NA,"0","no"
"5","FALSE","TRUE","m37","4","k-m+_m37_5.4","2","alive",NA,NA,NA
"5","FALSE","TRUE","m37","4","k-m+_m37_5.4","4","alive",NA,NA,NA
"5","FALSE","TRUE","m37","4","k-m+_m37_5.4","7","alive",NA,"0",NA
"5","FALSE","TRUE","m37","4","k-m+_m37_5.4","9","alive",NA,"0",NA
"5","FALSE","TRUE","m37","4","k-m+_m37_5.4","11","alive",NA,"0","no"
"5","FALSE","TRUE","m37","4","k-m+_m37_5.4","14","alive",NA,"2",NA
"5","FALSE","TRUE","m37","4","k-m+_m37_5.4","16","alive",NA,"0","no"
"5","FALSE","TRUE","m37","4","k-m+_m37_5.4","17","alive",NA,"6","no"
"5","FALSE","TRUE","m37","4","k-m+_m37_5.4","21","alive",NA,"0","no"
"5","FALSE","TRUE","w2","1","k-m+_w2_5.1","2","alive",NA,NA,NA
"5","FALSE","TRUE","w2","1","k-m+_w2_5.1","4","alive",NA,NA,NA
"5","FALSE","TRUE","w2","1","k-m+_w2_5.1","7","alive",NA,"0",NA
"5","FALSE","TRUE","w2","1","k-m+_w2_5.1","9","alive",NA,"0",NA
"5","FALSE","TRUE","w2","1","k-m+_w2_5.1","11","alive",NA,"0","no"
"5","FALSE","TRUE","w2","1","k-m+_w2_5.1","14","alive",NA,"0",NA
"5","FALSE","TRUE","w2","1","k-m+_w2_5.1","16","alive",NA,"5","no"
"5","FALSE","TRUE","w2","1","k-m+_w2_5.1","17","alive",NA,"0","no"
"5","FALSE","TRUE","w2","1","k-m+_w2_5.1","21","alive",NA,"5","no"
"5","TRUE","TRUE","c1","1","k+m+_c1_5.1","2","alive",NA,NA,NA
"5","TRUE","TRUE","c1","1","k+m+_c1_5.1","4","alive",NA,NA,NA
"5","TRUE","TRUE","c1","1","k+m+_c1_5.1","7","alive",NA,"0",NA
"5","TRUE","TRUE","c1","1","k+m+_c1_5.1","11","alive",NA,"0","no"
"5","TRUE","TRUE","c1","1","k+m+_c1_5.1","14","alive",NA,"0",NA
"5","TRUE","TRUE","c1","1","k+m+_c1_5.1","16","dead",NA,"0",NA
"5","TRUE","TRUE","c1","2","k+m+_c1_5.2","2","alive",NA,NA,NA
"5","TRUE","TRUE","c1","2","k+m+_c1_5.2","4","dead",NA,NA,NA
"5","TRUE","TRUE","c1","3","k+m+_c1_5.3","2","alive",NA,NA,NA
"5","TRUE","TRUE","c1","3","k+m+_c1_5.3","4","alive",NA,NA,NA
"5","TRUE","TRUE","c1","3","k+m+_c1_5.3","7","dead","before",NA,NA
"5","TRUE","TRUE","m37","1","k+m+_m37_5.1","2","alive",NA,NA,NA
"5","TRUE","TRUE","m37","1","k+m+_m37_5.1","4","alive",NA,NA,NA
"5","TRUE","TRUE","m37","1","k+m+_m37_5.1","7","alive",NA,"0",NA
"5","TRUE","TRUE","m37","1","k+m+_m37_5.1","9","alive",NA,"0",NA
"5","TRUE","TRUE","m37","1","k+m+_m37_5.1","11","alive",NA,"0","no"
"5","TRUE","TRUE","m37","1","k+m+_m37_5.1","14","alive",NA,"3",NA
"5","TRUE","TRUE","m37","1","k+m+_m37_5.1","16","alive",NA,"0","no"
"5","TRUE","TRUE","m37","1","k+m+_m37_5.1","17","alive",NA,"3","no"
"5","TRUE","TRUE","m37","1","k+m+_m37_5.1","21","alive",NA,"0","yes"
"5","TRUE","TRUE","m37","2","k+m+_m37_5.2","2","alive",NA,NA,NA
"5","TRUE","TRUE","m37","2","k+m+_m37_5.2","4","alive",NA,NA,NA
"5","TRUE","TRUE","m37","2","k+m+_m37_5.2","7","alive",NA,"0",NA
"5","TRUE","TRUE","m37","2","k+m+_m37_5.2","9","alive",NA,"0",NA
"5","TRUE","TRUE","m37","2","k+m+_m37_5.2","11","alive",NA,"0","no"
"5","TRUE","TRUE","m37","2","k+m+_m37_5.2","14","alive",NA,"0",NA
"5","TRUE","TRUE","m37","2","k+m+_m37_5.2","16","alive",NA,"0","no"
"5","TRUE","TRUE","m37","2","k+m+_m37_5.2","17","alive",NA,"3","no"
"5","TRUE","TRUE","m37","2","k+m+_m37_5.2","21","alive",NA,"0","no"
"5","TRUE","TRUE","m37","3","k+m+_m37_5.3","2","alive",NA,NA,NA
"5","TRUE","TRUE","m37","3","k+m+_m37_5.3","4","alive",NA,NA,NA
"5","TRUE","TRUE","m37","3","k+m+_m37_5.3","7","alive",NA,"0",NA
"5","TRUE","TRUE","m37","3","k+m+_m37_5.3","9","lost",NA,NA,NA
"5","TRUE","TRUE","m37","4","k+m+_m37_5.4","2","alive",NA,NA,NA
"5","TRUE","TRUE","m37","4","k+m+_m37_5.4","4","alive",NA,NA,NA
"5","TRUE","TRUE","m37","4","k+m+_m37_5.4","7","missing","during","0",NA
"5","TRUE","TRUE","w2","1","k+m+_w2_5.1","2","alive",NA,NA,NA
"5","TRUE","TRUE","w2","1","k+m+_w2_5.1","4","alive",NA,NA,NA
"5","TRUE","TRUE","w2","1","k+m+_w2_5.1","7","alive",NA,"0",NA
"5","TRUE","TRUE","w2","1","k+m+_w2_5.1","9","alive",NA,"0",NA
"5","TRUE","TRUE","w2","1","k+m+_w2_5.1","11","alive",NA,"0","no"
"5","TRUE","TRUE","w2","1","k+m+_w2_5.1","14","alive",NA,"3",NA
"5","TRUE","TRUE","w2","1","k+m+_w2_5.1","16","alive",NA,"0","no"
"5","TRUE","TRUE","w2","1","k+m+_w2_5.1","17","alive",NA,"0","no"
"5","TRUE","TRUE","w2","1","k+m+_w2_5.1","21","alive",NA,"4","no"
"6","FALSE","FALSE","c1","1","k-m-_c1_6.1","2","dead",NA,NA,NA
"6","FALSE","FALSE","c1","2","k-m-_c1_6.2","2","alive",NA,NA,NA
"6","FALSE","FALSE","c1","2","k-m-_c1_6.2","5","dead",NA,NA,NA
"6","FALSE","FALSE","c1","3","k-m-_c1_6.3","2","alive",NA,NA,NA
"6","FALSE","FALSE","c1","3","k-m-_c1_6.3","5","alive",NA,NA,NA
"6","FALSE","FALSE","c1","3","k-m-_c1_6.3","7","alive",NA,"0",NA
"6","FALSE","FALSE","c1","3","k-m-_c1_6.3","9","alive",NA,"0",NA
"6","FALSE","FALSE","c1","3","k-m-_c1_6.3","11","alive",NA,"0",NA
"6","FALSE","FALSE","c1","3","k-m-_c1_6.3","14","alive",NA,"0",NA
"6","FALSE","FALSE","c1","3","k-m-_c1_6.3","16","alive",NA,"2",NA
"6","FALSE","FALSE","c1","3","k-m-_c1_6.3","17","alive",NA,"0",NA
"6","FALSE","FALSE","c1","3","k-m-_c1_6.3","21","alive",NA,"3",NA
"6","FALSE","FALSE","c1","4","k-m-_c1_6.4","2","alive",NA,NA,NA
"6","FALSE","FALSE","c1","4","k-m-_c1_6.4","5","alive",NA,NA,NA
"6","FALSE","FALSE","c1","4","k-m-_c1_6.4","7","dead","before","0",NA
"6","FALSE","FALSE","c1","5","k-m-_c1_6.5","2","alive",NA,NA,NA
"6","FALSE","FALSE","c1","5","k-m-_c1_6.5","5","dead",NA,NA,NA
"6","FALSE","FALSE","m37","1","k-m-_m37_6.1","2","alive",NA,NA,NA
"6","FALSE","FALSE","m37","1","k-m-_m37_6.1","5","alive",NA,NA,NA
"6","FALSE","FALSE","m37","1","k-m-_m37_6.1","7","alive",NA,"0",NA
"6","FALSE","FALSE","m37","1","k-m-_m37_6.1","9","alive",NA,"0",NA
"6","FALSE","FALSE","m37","1","k-m-_m37_6.1","11","alive",NA,"0",NA
"6","FALSE","FALSE","m37","1","k-m-_m37_6.1","14","alive",NA,"2",NA
"6","FALSE","FALSE","m37","1","k-m-_m37_6.1","16","alive",NA,"0",NA
"6","FALSE","FALSE","m37","1","k-m-_m37_6.1","17","alive",NA,"0",NA
"6","FALSE","FALSE","m37","1","k-m-_m37_6.1","21","alive",NA,"4",NA
"6","FALSE","FALSE","m37","2","k-m-_m37_6.2","2","alive",NA,NA,NA
"6","FALSE","FALSE","m37","2","k-m-_m37_6.2","5","alive",NA,NA,NA
"6","FALSE","FALSE","m37","2","k-m-_m37_6.2","7","alive",NA,"0",NA
"6","FALSE","FALSE","m37","2","k-m-_m37_6.2","9","alive",NA,"0",NA
"6","FALSE","FALSE","m37","2","k-m-_m37_6.2","11","alive",NA,"0",NA
"6","FALSE","FALSE","m37","2","k-m-_m37_6.2","14","alive",NA,"0",NA
"6","FALSE","FALSE","m37","2","k-m-_m37_6.2","16","alive",NA,"0",NA
"6","FALSE","FALSE","m37","2","k-m-_m37_6.2","17","alive",NA,"0",NA
"6","FALSE","FALSE","m37","2","k-m-_m37_6.2","21","alive",NA,"6",NA
"6","FALSE","FALSE","w2","1","k-m-_w2_6.1","2","alive",NA,NA,NA
"6","FALSE","FALSE","w2","1","k-m-_w2_6.1","5","alive",NA,NA,NA
"6","FALSE","FALSE","w2","1","k-m-_w2_6.1","7","alive",NA,"0",NA
"6","FALSE","FALSE","w2","1","k-m-_w2_6.1","9","alive",NA,"0",NA
"6","FALSE","FALSE","w2","1","k-m-_w2_6.1","11","alive",NA,"0",NA
"6","FALSE","FALSE","w2","1","k-m-_w2_6.1","14","alive",NA,"0",NA
"6","FALSE","FALSE","w2","1","k-m-_w2_6.1","16","alive",NA,"0",NA
"6","FALSE","FALSE","w2","1","k-m-_w2_6.1","17","alive",NA,"0",NA
"6","FALSE","FALSE","w2","1","k-m-_w2_6.1","21","alive",NA,"3",NA
"6","TRUE","FALSE","c1","1","k+m-_c1_6.1","2","alive",NA,NA,NA
"6","TRUE","FALSE","c1","1","k+m-_c1_6.1","5","alive",NA,NA,NA
"6","TRUE","FALSE","c1","1","k+m-_c1_6.1","7","dead","before","0",NA
"6","TRUE","FALSE","c1","2","k+m-_c1_6.2","2","alive",NA,NA,NA
"6","TRUE","FALSE","c1","2","k+m-_c1_6.2","5","alive",NA,NA,NA
"6","TRUE","FALSE","c1","2","k+m-_c1_6.2","7","alive",NA,"0",NA
"6","TRUE","FALSE","c1","2","k+m-_c1_6.2","9","alive",NA,"0",NA
"6","TRUE","FALSE","c1","2","k+m-_c1_6.2","11","alive",NA,"0",NA
"6","TRUE","FALSE","c1","2","k+m-_c1_6.2","14","alive",NA,"0",NA
"6","TRUE","FALSE","c1","2","k+m-_c1_6.2","16","alive",NA,"0","no"
"6","TRUE","FALSE","c1","2","k+m-_c1_6.2","17","alive",NA,"0",NA
"6","TRUE","FALSE","c1","2","k+m-_c1_6.2","21","alive",NA,"4",NA
"6","TRUE","FALSE","c1","3","k+m-_c1_6.3","2","alive",NA,NA,NA
"6","TRUE","FALSE","c1","3","k+m-_c1_6.3","5","alive",NA,NA,NA
"6","TRUE","FALSE","c1","3","k+m-_c1_6.3","7","alive",NA,"0",NA
"6","TRUE","FALSE","c1","3","k+m-_c1_6.3","9","alive",NA,"0",NA
"6","TRUE","FALSE","c1","3","k+m-_c1_6.3","11","alive",NA,"0",NA
"6","TRUE","FALSE","c1","3","k+m-_c1_6.3","14","alive",NA,"0",NA
"6","TRUE","FALSE","c1","3","k+m-_c1_6.3","16","alive",NA,"5","no"
"6","TRUE","FALSE","c1","3","k+m-_c1_6.3","17","alive",NA,"0",NA
"6","TRUE","FALSE","c1","3","k+m-_c1_6.3","21","alive",NA,"3",NA
"6","TRUE","FALSE","c1","4","k+m-_c1_6.4","2","dead",NA,NA,NA
"6","TRUE","FALSE","c1","5","k+m-_c1_6.5","2","alive",NA,NA,NA
"6","TRUE","FALSE","c1","5","k+m-_c1_6.5","5","alive",NA,NA,NA
"6","TRUE","FALSE","c1","5","k+m-_c1_6.5","7","alive",NA,"0",NA
"6","TRUE","FALSE","c1","5","k+m-_c1_6.5","9","alive",NA,"0",NA
"6","TRUE","FALSE","c1","5","k+m-_c1_6.5","11","alive",NA,"0",NA
"6","TRUE","FALSE","c1","5","k+m-_c1_6.5","14","alive",NA,"0",NA
"6","TRUE","FALSE","c1","5","k+m-_c1_6.5","16","alive",NA,"4","no"
"6","TRUE","FALSE","c1","5","k+m-_c1_6.5","17","alive",NA,"0",NA
"6","TRUE","FALSE","c1","5","k+m-_c1_6.5","21","alive",NA,"3",NA
"6","TRUE","FALSE","m37","1","k+m-_m37_6.1","2","alive",NA,NA,NA
"6","TRUE","FALSE","m37","1","k+m-_m37_6.1","5","alive",NA,NA,NA
"6","TRUE","FALSE","m37","1","k+m-_m37_6.1","7","alive",NA,"0",NA
"6","TRUE","FALSE","m37","1","k+m-_m37_6.1","9","alive",NA,"0",NA
"6","TRUE","FALSE","m37","1","k+m-_m37_6.1","11","alive",NA,"0",NA
"6","TRUE","FALSE","m37","1","k+m-_m37_6.1","14","alive",NA,"0",NA
"6","TRUE","FALSE","m37","1","k+m-_m37_6.1","16","alive",NA,"8","no"
"6","TRUE","FALSE","m37","1","k+m-_m37_6.1","17","alive",NA,"0",NA
"6","TRUE","FALSE","m37","1","k+m-_m37_6.1","21","alive",NA,"4",NA
"6","TRUE","FALSE","m37","2","k+m-_m37_6.2","2","alive",NA,NA,NA
"6","TRUE","FALSE","m37","2","k+m-_m37_6.2","5","alive",NA,NA,NA
"6","TRUE","FALSE","m37","2","k+m-_m37_6.2","7","alive",NA,"0",NA
"6","TRUE","FALSE","m37","2","k+m-_m37_6.2","9","alive",NA,"0",NA
"6","TRUE","FALSE","m37","2","k+m-_m37_6.2","11","alive",NA,"0",NA
"6","TRUE","FALSE","m37","2","k+m-_m37_6.2","14","alive",NA,"0",NA
"6","TRUE","FALSE","m37","2","k+m-_m37_6.2","16","alive",NA,"7","no"
"6","TRUE","FALSE","m37","2","k+m-_m37_6.2","17","alive",NA,"0",NA
"6","TRUE","FALSE","m37","2","k+m-_m37_6.2","21","alive",NA,"1",NA
"6","TRUE","FALSE","w2","1","k+m-_w2_6.1","2","alive",NA,NA,NA
"6","TRUE","FALSE","w2","1","k+m-_w2_6.1","5","alive",NA,NA,NA
"6","TRUE","FALSE","w2","1","k+m-_w2_6.1","7","alive",NA,"0",NA
"6","TRUE","FALSE","w2","1","k+m-_w2_6.1","9","alive",NA,"0",NA
"6","TRUE","FALSE","w2","1","k+m-_w2_6.1","11","alive",NA,"0",NA
"6","TRUE","FALSE","w2","1","k+m-_w2_6.1","14","alive",NA,"0",NA
"6","TRUE","FALSE","w2","1","k+m-_w2_6.1","16","alive",NA,"6","no"
"6","TRUE","FALSE","w2","1","k+m-_w2_6.1","17","alive",NA,"0",NA
"6","TRUE","FALSE","w2","1","k+m-_w2_6.1","21","alive",NA,"3",NA
"6","FALSE","TRUE","c1","1","k-m+_c1_6.1","2","alive",NA,NA,NA
"6","FALSE","TRUE","c1","1","k-m+_c1_6.1","5","alive",NA,NA,NA
"6","FALSE","TRUE","c1","1","k-m+_c1_6.1","7","alive",NA,"0",NA
"6","FALSE","TRUE","c1","1","k-m+_c1_6.1","9","alive",NA,"0",NA
"6","FALSE","TRUE","c1","1","k-m+_c1_6.1","11","alive",NA,"0","no"
"6","FALSE","TRUE","c1","1","k-m+_c1_6.1","14","alive",NA,"0",NA
"6","FALSE","TRUE","c1","1","k-m+_c1_6.1","16","alive",NA,"0","no"
"6","FALSE","TRUE","c1","1","k-m+_c1_6.1","17","alive",NA,"0","no"
"6","FALSE","TRUE","c1","1","k-m+_c1_6.1","21","alive",NA,"10","no"
"6","FALSE","TRUE","c1","2","k-m+_c1_6.2","2","alive",NA,NA,NA
"6","FALSE","TRUE","c1","2","k-m+_c1_6.2","5","alive",NA,NA,NA
"6","FALSE","TRUE","c1","2","k-m+_c1_6.2","7","alive",NA,"0",NA
"6","FALSE","TRUE","c1","2","k-m+_c1_6.2","9","alive",NA,"0",NA
"6","FALSE","TRUE","c1","2","k-m+_c1_6.2","11","alive",NA,"0","no"
"6","FALSE","TRUE","c1","2","k-m+_c1_6.2","14","alive",NA,"0",NA
"6","FALSE","TRUE","c1","2","k-m+_c1_6.2","16","alive",NA,"0","no"
"6","FALSE","TRUE","c1","2","k-m+_c1_6.2","17","alive",NA,"0","no"
"6","FALSE","TRUE","c1","2","k-m+_c1_6.2","21","alive",NA,"5","no"
"6","FALSE","TRUE","c1","3","k-m+_c1_6.3","2","alive",NA,NA,NA
"6","FALSE","TRUE","c1","3","k-m+_c1_6.3","5","alive",NA,NA,NA
"6","FALSE","TRUE","c1","3","k-m+_c1_6.3","7","alive",NA,"0",NA
"6","FALSE","TRUE","c1","3","k-m+_c1_6.3","9","alive",NA,"0",NA
"6","FALSE","TRUE","c1","3","k-m+_c1_6.3","11","alive",NA,"0","no"
"6","FALSE","TRUE","c1","3","k-m+_c1_6.3","14","alive",NA,"0",NA
"6","FALSE","TRUE","c1","3","k-m+_c1_6.3","16","alive",NA,"3","no"
"6","FALSE","TRUE","c1","3","k-m+_c1_6.3","17","alive",NA,"0","no"
"6","FALSE","TRUE","c1","3","k-m+_c1_6.3","21","alive",NA,"3","no"
"6","FALSE","TRUE","c1","4","k-m+_c1_6.4","2","alive",NA,NA,NA
"6","FALSE","TRUE","c1","4","k-m+_c1_6.4","5","alive",NA,NA,NA
"6","FALSE","TRUE","c1","4","k-m+_c1_6.4","7","alive",NA,"0",NA
"6","FALSE","TRUE","c1","4","k-m+_c1_6.4","9","alive",NA,"0",NA
"6","FALSE","TRUE","c1","4","k-m+_c1_6.4","11","alive",NA,"0","no"
"6","FALSE","TRUE","c1","4","k-m+_c1_6.4","14","alive",NA,"0",NA
"6","FALSE","TRUE","c1","4","k-m+_c1_6.4","16","alive",NA,"0","no"
"6","FALSE","TRUE","c1","4","k-m+_c1_6.4","17","alive",NA,"4","no"
"6","FALSE","TRUE","c1","4","k-m+_c1_6.4","21","alive",NA,"0","yes"
"6","FALSE","TRUE","c1","5","k-m+_c1_6.5","2","alive",NA,NA,NA
"6","FALSE","TRUE","c1","5","k-m+_c1_6.5","5","alive",NA,NA,NA
"6","FALSE","TRUE","c1","5","k-m+_c1_6.5","7","dead","before","0",NA
"6","FALSE","TRUE","m37","1","k-m+_m37_6.1","2","alive",NA,NA,NA
"6","FALSE","TRUE","m37","1","k-m+_m37_6.1","5","alive",NA,NA,NA
"6","FALSE","TRUE","m37","1","k-m+_m37_6.1","7","alive",NA,"0",NA
"6","FALSE","TRUE","m37","1","k-m+_m37_6.1","9","alive",NA,"0",NA
"6","FALSE","TRUE","m37","1","k-m+_m37_6.1","11","alive",NA,"0","no"
"6","FALSE","TRUE","m37","1","k-m+_m37_6.1","14","alive",NA,"3",NA
"6","FALSE","TRUE","m37","1","k-m+_m37_6.1","16","alive",NA,"0","no"
"6","FALSE","TRUE","m37","1","k-m+_m37_6.1","17","alive",NA,"0","no"
"6","FALSE","TRUE","m37","1","k-m+_m37_6.1","21","alive",NA,"5","no"
"6","FALSE","TRUE","m37","2","k-m+_m37_6.2","2","alive",NA,NA,NA
"6","FALSE","TRUE","m37","2","k-m+_m37_6.2","5","alive",NA,NA,NA
"6","FALSE","TRUE","m37","2","k-m+_m37_6.2","7","alive",NA,"0",NA
"6","FALSE","TRUE","m37","2","k-m+_m37_6.2","9","alive",NA,"0",NA
"6","FALSE","TRUE","m37","2","k-m+_m37_6.2","11","alive",NA,"0","no"
"6","FALSE","TRUE","m37","2","k-m+_m37_6.2","14","alive",NA,"0",NA
"6","FALSE","TRUE","m37","2","k-m+_m37_6.2","16","alive",NA,"2","no"
"6","FALSE","TRUE","m37","2","k-m+_m37_6.2","17","alive",NA,"0","no"
"6","FALSE","TRUE","m37","2","k-m+_m37_6.2","21","alive",NA,"4","no"
"6","FALSE","TRUE","w2","1","k-m+_w2_6.1","2","alive",NA,NA,NA
"6","FALSE","TRUE","w2","1","k-m+_w2_6.1","5","alive",NA,NA,NA
"6","FALSE","TRUE","w2","1","k-m+_w2_6.1","7","alive",NA,"0",NA
"6","FALSE","TRUE","w2","1","k-m+_w2_6.1","9","alive",NA,"0",NA
"6","FALSE","TRUE","w2","1","k-m+_w2_6.1","11","alive",NA,"0","no"
"6","FALSE","TRUE","w2","1","k-m+_w2_6.1","14","alive",NA,"0",NA
"6","FALSE","TRUE","w2","1","k-m+_w2_6.1","16","alive",NA,"0","no"
"6","FALSE","TRUE","w2","1","k-m+_w2_6.1","17","alive",NA,"0","no"
"6","FALSE","TRUE","w2","1","k-m+_w2_6.1","21","alive",NA,"0","no"
"6","TRUE","TRUE","c1","1","k+m+_c1_6.1","2","dead",NA,NA,NA
"6","TRUE","TRUE","c1","2","k+m+_c1_6.2","2","alive",NA,NA,NA
"6","TRUE","TRUE","c1","2","k+m+_c1_6.2","5","alive",NA,NA,NA
"6","TRUE","TRUE","c1","2","k+m+_c1_6.2","7","alive",NA,"0",NA
"6","TRUE","TRUE","c1","2","k+m+_c1_6.2","9","alive",NA,"0",NA
"6","TRUE","TRUE","c1","2","k+m+_c1_6.2","11","alive",NA,"0","no"
"6","TRUE","TRUE","c1","2","k+m+_c1_6.2","14","alive",NA,"3",NA
"6","TRUE","TRUE","c1","2","k+m+_c1_6.2","16","alive",NA,"0","no"
"6","TRUE","TRUE","c1","2","k+m+_c1_6.2","21","alive",NA,"4","no"
"6","TRUE","TRUE","c1","3","k+m+_c1_6.3","2","alive",NA,NA,NA
"6","TRUE","TRUE","c1","3","k+m+_c1_6.3","5","dead",NA,NA,NA
"6","TRUE","TRUE","c1","4","k+m+_c1_6.4","2","alive",NA,NA,NA
"6","TRUE","TRUE","c1","4","k+m+_c1_6.4","5","dead",NA,NA,NA
"6","TRUE","TRUE","c1","5","k+m+_c1_6.5","2","lost",NA,NA,NA
"6","TRUE","TRUE","m37","1","k+m+_m37_6.1","2","dead",NA,NA,NA
"6","TRUE","TRUE","m37","2","k+m+_m37_6.2","2","alive",NA,NA,NA
"6","TRUE","TRUE","m37","2","k+m+_m37_6.2","5","alive",NA,NA,NA
"6","TRUE","TRUE","m37","2","k+m+_m37_6.2","7","alive",NA,"0",NA
"6","TRUE","TRUE","m37","2","k+m+_m37_6.2","9","alive",NA,"0",NA
"6","TRUE","TRUE","m37","2","k+m+_m37_6.2","11","alive",NA,"0","no"
"6","TRUE","TRUE","m37","2","k+m+_m37_6.2","14","alive",NA,"0",NA
"6","TRUE","TRUE","m37","2","k+m+_m37_6.2","16","alive",NA,"0","no"
"6","TRUE","TRUE","m37","2","k+m+_m37_6.2","21","alive",NA,"3","no"
"6","TRUE","TRUE","w2","1","k+m+_w2_6.1","2","alive",NA,NA,NA
"6","TRUE","TRUE","w2","1","k+m+_w2_6.1","5","alive",NA,NA,NA
"6","TRUE","TRUE","w2","1","k+m+_w2_6.1","7","alive",NA,"0",NA
"6","TRUE","TRUE","w2","1","k+m+_w2_6.1","9","alive",NA,"0",NA
"6","TRUE","TRUE","w2","1","k+m+_w2_6.1","11","alive",NA,"0","no"
"6","TRUE","TRUE","w2","1","k+m+_w2_6.1","14","alive",NA,"0",NA
"6","TRUE","TRUE","w2","1","k+m+_w2_6.1","16","alive",NA,"4","no"
"6","TRUE","TRUE","w2","1","k+m+_w2_6.1","21","alive",NA,"3","no"
